,root:Host-associated:Human,Unknown
SRR6443844,0.9999927,7.2717667e-06
SRR2923350,0.9999927,7.2717667e-06
SRR6757676,0.9999927,7.2717667e-06
SRR6408899,0.9999927,7.2717667e-06
SRR6408982,0.9999927,7.2717667e-06
DRR018760,0.9999927,7.2717667e-06
SRR7454051,0.9999927,7.2717667e-06
SRR1630953,0.9999927,7.2717667e-06
ERR500152,0.9999927,7.2717667e-06
ERR1971216,0.9999926,7.390976e-06
SRR3191061,0.9999927,7.2717667e-06
ERR472985,0.9999927,7.2717667e-06
ERR443937,0.9999927,7.2717667e-06
ERR1311495,0.9999927,7.2717667e-06
ERR1384924,0.9999927,7.2717667e-06
SRR3362235,0.9999927,7.2717667e-06
ERR525740,0.9999927,7.2717667e-06
SRR1461423,0.9999927,7.2717667e-06
ERR501368,0.9999927,7.2717667e-06
SRR1948992,0.9999927,7.2717667e-06
SRR7454095,0.9999927,7.2717667e-06
SRR5178122,0.9999927,7.2717667e-06
SRR1618057,0.9999927,7.2717667e-06
SRR2658215,0.9999927,7.2717667e-06
ERR561651,0.9999927,7.2717667e-06
ERR1310146,0.9999927,7.2717667e-06
ERR209077,0.9999927,7.2717667e-06
SRR5869107,0.9999927,7.2717667e-06
SRR2658690,0.9999927,7.2717667e-06
ERR2784708,0.9999927,7.2717667e-06
SRR6038202,0.9999927,7.2717667e-06
ERR560632,0.9999927,7.2717667e-06
ERR1529687,0.9999927,7.2717667e-06
ERR983865,0.9999927,7.2717667e-06
SRR6265461,0.9999927,7.2717667e-06
ERR1384132,0.9999927,7.2717667e-06
SRR6866687,0.9999927,7.2717667e-06
ERR1960796,0.9999927,7.2717667e-06
SRR6413842,0.9999927,7.2717667e-06
SRR934622,0.9999927,7.2717667e-06
ERR720128,0.9999927,7.2717667e-06
SRR6411763,0.9999927,7.2717667e-06
SRR920743,0.9999927,7.2717667e-06
SRR1949098,0.9999927,7.2717667e-06
SRR6932469,0.9999927,7.2717667e-06
ERR525700,0.9999927,7.2717667e-06
DRR050823,0.9999927,7.2717667e-06
SRR6931344,0.9999927,7.2717667e-06
SRR5525238,0.9999927,7.2717667e-06
ERR531750,0.9999927,7.2717667e-06
SRR7453490,0.9999927,7.2717667e-06
ERR441483,0.9999927,7.2717667e-06
ERR2806319,0.9999927,7.2717667e-06
ERR522387,0.9999927,7.2717667e-06
ERR2531882,0.9999927,7.2717667e-06
SRR387548,0.9999927,7.2717667e-06
SRR2143697,0.9999927,7.2717667e-06
ERR579692,0.9999927,7.2717667e-06
DRR047782,0.9999927,7.2717667e-06
SRR6028368,0.9999927,7.2717667e-06
ERR720212,0.9999927,7.2717667e-06
SRR6394086,0.9999927,7.2717667e-06
ERR561218,0.9999927,7.2717667e-06
ERR1383515,0.9999927,7.2717667e-06
SRR1920903,0.9999927,7.2717667e-06
SRR5467682,0.9999927,7.2717667e-06
SRR6414363,0.9999927,7.2717667e-06
SRR6054586,0.9999927,7.2717667e-06
SRR996897,0.9999927,7.2717667e-06
ERR494399,0.9999927,7.2717667e-06
ERR1383553,0.9999927,7.2717667e-06
SRR6408597,0.9999927,7.2717667e-06
ERR1913250,0.9999927,7.2717667e-06
ERR719275,0.9999927,7.2717667e-06
ERR1712498,0.9999927,7.2717667e-06
ERR1384581,0.9999927,7.2717667e-06
SRR3501908,0.9999927,7.2717667e-06
ERR520713,0.9999927,7.2717667e-06
ERR501071,0.9999927,7.2717667e-06
ERR2286311,0.9999927,7.2717667e-06
ERR1383436,0.9999927,7.2717667e-06
SRR6038457,0.9999927,7.2717667e-06
SRR6444179,0.9999927,7.2717667e-06
SRR1617892,0.9999927,7.2717667e-06
SRR3951043,0.9999927,7.2717667e-06
SRR3094945,0.9999927,7.2717667e-06
ERR561639,0.99999267,7.3313713e-06
ERR1960764,0.9999927,7.2717667e-06
ERR1385064,0.9999927,7.2717667e-06
DRR042897,0.9999927,7.2717667e-06
DRR043173,0.9999927,7.2717667e-06
ERR441732,0.9999927,7.2717667e-06
SRR1949120,0.9999927,7.2717667e-06
ERR1309722,0.9999927,7.2717667e-06
ERR1624629,0.9999927,7.2717667e-06
SRR1950708,0.9999927,7.2717667e-06
ERR1328412,0.9999927,7.2717667e-06
ERR1384721,0.9999927,7.2717667e-06
ERR209759,0.9999927,7.2717667e-06
SRR5467801,0.9999927,7.2717667e-06
SRR7454115,0.9999927,7.2717667e-06
SRR1715574,0.9999927,7.2717667e-06
SRR6054618,0.9999927,7.2717667e-06
SRR6931261,0.9999927,7.2717667e-06
SRR6408852,0.9999927,7.2717667e-06
SRR5947938,0.9999927,7.2717667e-06
SRR996915,0.9999927,7.2717667e-06
SRR3951108,0.9999927,7.2717667e-06
ERR368910,0.9999927,7.2717667e-06
SRR3647751,0.99999285,7.1525574e-06
DRR029250,0.9999927,7.2717667e-06
SRR6264069,0.9999927,7.2717667e-06
ERR1310327,0.9999927,7.2717667e-06
SRR1299249,0.9999927,7.2717667e-06
SRR6148432,0.9999927,7.2717667e-06
ERR561615,0.9999927,7.2717667e-06
SRR1515176,0.9999927,7.2717667e-06
SRR6931820,0.9999927,7.2717667e-06
ERR1315083,0.9999927,7.2717667e-06
SRR5699412,0.9999927,7.2717667e-06
ERR579700,0.9999927,7.2717667e-06
ERR1315727,0.9999927,7.2717667e-06
SRR6757623,0.9999927,7.2717667e-06
SRR3094867,0.9999927,7.2717667e-06
SRR6408737,0.9999927,7.2717667e-06
SRR5525246,0.9999927,7.2717667e-06
SRR6028271,0.9999927,7.2717667e-06
SRR6408880,0.9999927,7.2717667e-06
SRR995696,0.9999927,7.2717667e-06
ERR2738895,0.9999927,7.2717667e-06
ERR107013,0.9999927,7.2717667e-06
SRR6038326,0.9999927,7.2717667e-06
SRR5687860,0.9999927,7.2717667e-06
ERR1309911,0.9999927,7.2717667e-06
ERR1310669,0.9999927,7.2717667e-06
ERR499161,0.9999927,7.2717667e-06
SRR1631535,0.9999927,7.2717667e-06
SRR6444012,0.9999927,7.2717667e-06
ERR1315586,0.9999927,7.2717667e-06
ERR1383236,0.9999927,7.2717667e-06
ERR209549,0.9999927,7.2717667e-06
SRR6932179,0.9999927,7.2717667e-06
SRR957763,0.9999927,7.2717667e-06
SRR2010316,0.9999927,7.2717667e-06
SRR5687906,0.9999927,7.2717667e-06
ERR499198,0.9999927,7.2717667e-06
SRR3931542,0.9999927,7.2717667e-06
ERR719045,0.9999927,7.2717667e-06
SRR6931447,0.9999927,7.2717667e-06
ERR531945,0.9999927,7.2717667e-06
SRR3647873,0.9999927,7.2717667e-06
SRR3095120,0.9999927,7.2717667e-06
SRR3201996,0.9999927,7.2717667e-06
SRR6148437,0.9999927,7.2717667e-06
SRR6411517,0.9999927,7.2717667e-06
SRR346853,0.9999927,7.2717667e-06
ERR579395,0.9999927,7.2717667e-06
ERR1315030,0.9999927,7.2717667e-06
ERR498861,0.9999927,7.2717667e-06
SRR6411779,0.9999927,7.2717667e-06
SRR995306,0.9999927,7.2717667e-06
DRR048220,0.9999927,7.2717667e-06
ERR1383033,0.9999927,7.2717667e-06
SRR3951135,0.9999927,7.2717667e-06
SRR6411600,0.9999927,7.2717667e-06
ERR520855,0.9999927,7.2717667e-06
ERR1310621,0.9999927,7.2717667e-06
DRR030580,0.9999927,7.2717667e-06
ERR1315555,0.9999927,7.2717667e-06
SRR8356306,0.9999927,7.2717667e-06
SRR8356315,0.9999927,7.2717667e-06
DRR047987,0.9999927,7.2717667e-06
SRR6436896,0.9999927,7.2717667e-06
ERR2739058,0.9999927,7.2717667e-06
SRR3581197,0.9999927,7.2717667e-06
SRR1622876,0.9999927,7.2717667e-06
ERR1111218,0.9999927,7.2717667e-06
ERR520750,0.9999927,7.2717667e-06
SRR2761068,0.9999927,7.2717667e-06
SRR6367237,0.9999927,7.2717667e-06
ERR209505,0.9999927,7.2717667e-06
ERR1382493,0.9999927,7.2717667e-06
SRR6932074,0.9999927,7.2717667e-06
SRR6309240,0.9999927,7.2717667e-06
SRR2046648,0.9999927,7.2717667e-06
ERR531848,0.9999927,7.2717667e-06
SRR3403840,0.9999927,7.2717667e-06
SRR1631455,0.9999927,7.2717667e-06
SRR6028193,0.9999927,7.2717667e-06
SRR6393968,0.9999927,7.2717667e-06
ERR2042068,0.9999927,7.2717667e-06
ERR522421,0.9999927,7.2717667e-06
ERR499430,0.9999927,7.2717667e-06
SRR5467767,0.9999927,7.2717667e-06
SRR1949240,0.9999927,7.2717667e-06
DRR043906,0.9999927,7.2717667e-06
SRR2924483,0.9999927,7.2717667e-06
SRR346865,0.9999927,7.2717667e-06
ERR1701232,0.9999927,7.2717667e-06
ERR531743,0.9999927,7.2717667e-06
ERR2247356,0.9999927,7.2717667e-06
DRR043829,0.9999927,7.2717667e-06
SRR6411677,0.9999927,7.2717667e-06
ERR719156,0.9999927,7.2717667e-06
SRR1715625,0.9999927,7.2717667e-06
ERR444472,0.9999927,7.2717667e-06
ERR365930,0.9999927,7.2717667e-06
SRR6299060,0.9999927,7.2717667e-06
SRR7453600,0.9999927,7.2717667e-06
SRR2086817,0.9999927,7.2717667e-06
SRR6414317,0.9999927,7.2717667e-06
DRR029240,0.9999927,7.2717667e-06
ERR883531,0.9999927,7.2717667e-06
ERR719290,0.9999927,7.2717667e-06
ERR2510983,0.9999927,7.2717667e-06
DRR029234,0.9999927,7.2717667e-06
SRR6931801,0.9999927,7.2717667e-06
ERR520668,0.9999927,7.2717667e-06
SRR1178401,0.9999927,7.2717667e-06
ERR1760124,0.9999927,7.2717667e-06
SRR1661386,0.9999927,7.2717667e-06
ERR883580,0.9999927,7.2717667e-06
ERR719478,0.9999927,7.2717667e-06
DRR042968,0.9999927,7.2717667e-06
ERR2249128,0.9999927,7.2717667e-06
DRR048160,0.9999927,7.2717667e-06
ERR1811146,0.9999927,7.2717667e-06
ERR2738953,0.9999927,7.2717667e-06
ERR1111260,0.9999927,7.2717667e-06
ERR2563559,0.9999927,7.2717667e-06
ERR560575,0.9999927,7.2717667e-06
ERR1383025,0.9999927,7.2717667e-06
DRR041974,0.9999927,7.2717667e-06
SRR919612,0.9999927,7.2717667e-06
SRR5155891,0.9999927,7.2717667e-06
ERR1383368,0.9999927,7.2717667e-06
DRR043187,0.9999927,7.2717667e-06
SRR6264044,0.9999927,7.2717667e-06
SRR5983327,0.9999927,7.2717667e-06
SRR996590,0.9999927,7.2717667e-06
ERR1701228,0.9999927,7.2717667e-06
SRR1949363,0.9999927,7.2717667e-06
ERR1383464,0.9999927,7.2717667e-06
ERR2011877,0.9999927,7.2717667e-06
ERR1382585,0.9999927,7.2717667e-06
ERR441999,0.9999927,7.2717667e-06
DRR044052,0.9999927,7.2717667e-06
SRR6409026,0.9999927,7.2717667e-06
ERR2001890,0.9999927,7.2717667e-06
ERR522343,0.9999927,7.2717667e-06
SRR996920,0.9999927,7.2717667e-06
ERR2002353,0.9999927,7.2717667e-06
SRR6866451,0.9999927,7.2717667e-06
ERR883544,0.9999927,7.2717667e-06
ERR1558910,0.9999927,7.2717667e-06
ERR1109523,0.9999927,7.2717667e-06
ERR1383744,0.9999927,7.2717667e-06
SRR6038538,0.9999927,7.2717667e-06
SRR5525210,0.9999927,7.2717667e-06
SRR1823077,0.9999927,7.2717667e-06
ERR500841,0.9999927,7.2717667e-06
ERR1109405,0.9999927,7.2717667e-06
ERR2739389,0.9999927,7.2717667e-06
SRR1923945,0.9999927,7.2717667e-06
SRR5983438,0.9999927,7.2717667e-06
SRR6028352,0.99999267,7.3313713e-06
SRR995029,0.9999927,7.2717667e-06
SRR2145609,0.9999927,7.2717667e-06
SRR5644018,0.9999927,7.2717667e-06
ERR719653,0.9999927,7.2717667e-06
SRR3419362,0.9999927,7.2717667e-06
SRR2145466,0.9999927,7.2717667e-06
SRR6264012,0.9999927,7.2717667e-06
SRR995365,0.9999927,7.2717667e-06
ERR1384911,0.9999927,7.2717667e-06
ERR443711,0.9999927,7.2717667e-06
ERR139163,0.9999927,7.2717667e-06
ERR1383150,0.9999927,7.2717667e-06
DRR042830,0.9999927,7.2717667e-06
ERR1384839,0.9999927,7.2717667e-06
SRR920260,0.9999927,7.2717667e-06
ERR525799,0.9999927,7.2717667e-06
SRR6054508,0.9999927,7.2717667e-06
ERR2738566,0.9999927,7.2717667e-06
DRR041908,0.9999927,7.2717667e-06
ERR1314564,0.9999927,7.2717667e-06
DRR042911,0.9999927,7.2717667e-06
ERR2247382,0.9999927,7.2717667e-06
SRR5165724,0.9999927,7.2717667e-06
ERR501111,0.9999927,7.2717667e-06
SRR6414011,0.9999927,7.2717667e-06
SRR6264710,0.9999927,7.2717667e-06
ERR1311479,0.9999927,7.2717667e-06
ERR883438,0.9999927,7.2717667e-06
DRR047880,0.9999927,7.2717667e-06
ERR139086,0.9999927,7.2717667e-06
SRR3053296,0.9999927,7.2717667e-06
SRR3094908,0.9999927,7.2717667e-06
ERR2511569,0.9999927,7.2717667e-06
SRR6444627,0.99999267,7.3313713e-06
SRR7449026,0.9999927,7.2717667e-06
DRR047996,0.9999927,7.2717667e-06
ERR498536,0.9999927,7.2717667e-06
SRR3951041,0.9999927,7.2717667e-06
SRR6413871,0.9999927,7.2717667e-06
SRR5942127,0.9999927,7.2717667e-06
SRR7441364,0.9999927,7.2717667e-06
ERR1311324,0.9999927,7.2717667e-06
ERR499974,0.9999927,7.2717667e-06
ERR1109494,0.9999927,7.2717667e-06
SRR994709,0.9999927,7.2717667e-06
SRR6038275,0.9999927,7.2717667e-06
SRR3095057,0.9999927,7.2717667e-06
ERR1384388,0.9999927,7.2717667e-06
SRR1618185,0.9999927,7.2717667e-06
ERR1384298,0.9999927,7.2717667e-06
SRR6394195,0.9999927,7.2717667e-06
ERR1315103,0.9999927,7.2717667e-06
DRR047826,0.9999927,7.2717667e-06
SRR2761396,0.9999927,7.2717667e-06
ERR1971161,0.9999927,7.2717667e-06
ERR1297725,0.9999927,7.2717667e-06
SRR6436907,0.9999927,7.2717667e-06
SRR2010480,0.9999927,7.2717667e-06
ERR579460,0.9999927,7.2717667e-06
ERR1759949,0.9999927,7.2717667e-06
SRR7453388,0.9999927,7.2717667e-06
ERR444702,0.9999927,7.2717667e-06
SRR6413839,0.9999927,7.2717667e-06
SRR6932095,0.9999927,7.2717667e-06
ERR866675,0.9999927,7.2717667e-06
ERR1385508,0.9999927,7.2717667e-06
SRR2145310,0.9999927,7.2717667e-06
ERR1971155,0.9999927,7.2717667e-06
ERR2738591,0.9999927,7.2717667e-06
ERR520809,0.9999927,7.2717667e-06
ERR1383034,0.9999927,7.2717667e-06
SRR3503173,0.9999927,7.2717667e-06
ERR498572,0.99999267,7.3313713e-06
ERR139419,0.9999927,7.2717667e-06
ERR560800,0.9999927,7.2717667e-06
ERR2001889,0.9999927,7.2717667e-06
SRR6038418,0.9999927,7.2717667e-06
ERR368926,0.9999927,7.2717667e-06
SRR7448669,0.9999927,7.2717667e-06
ERR705795,0.9999927,7.2717667e-06
SRR6264614,0.9999927,7.2717667e-06
SRR5165858,0.9999927,7.2717667e-06
SRR994509,0.9999927,7.2717667e-06
ERR2002308,0.9999927,7.2717667e-06
ERR107077,0.9999927,7.2717667e-06
ERR1313873,0.9999927,7.2717667e-06
DRR018397,0.9999927,7.2717667e-06
DRR047885,0.9999927,7.2717667e-06
ERR522481,0.9999927,7.2717667e-06
ERR1313853,0.9999927,7.2717667e-06
ERR501323,0.9999927,7.2717667e-06
ERR1109637,0.9999927,7.2717667e-06
ERR501210,0.9999927,7.2717667e-06
ERR531896,0.9999927,7.2717667e-06
ERR522502,0.9999927,7.2717667e-06
SRR1660143,0.9999927,7.2717667e-06
ERR1384793,0.9999927,7.2717667e-06
ERR2531959,0.9999927,7.2717667e-06
ERR450738,0.9999927,7.2717667e-06
ERR1311530,0.9999927,7.2717667e-06
ERR209876,0.9999927,7.2717667e-06
SRR7453910,0.9999927,7.2717667e-06
SRR3931546,0.9999927,7.2717667e-06
ERR1960642,0.9999927,7.2717667e-06
DRR042016,0.9999927,7.2717667e-06
SRR3727630,0.9999927,7.2717667e-06
SRR5724722,0.9999927,7.2717667e-06
ERR719035,0.9999927,7.2717667e-06
SRR6264874,0.9999927,7.2717667e-06
ERR1384525,0.9999927,7.2717667e-06
SRR3214677,0.9999927,7.2717667e-06
ERR1310508,0.9999927,7.2717667e-06
SRR5831872,0.9999927,7.2717667e-06
SRR5467812,0.9999927,7.2717667e-06
SRR6444436,0.9999927,7.2717667e-06
ERR1311208,0.9999927,7.2717667e-06
ERR1383968,0.9999927,7.2717667e-06
SRR6932172,0.9999927,7.2717667e-06
SRR1949344,0.9999927,7.2717667e-06
SRR6414174,0.9999927,7.2717667e-06
ERR2511907,0.9999927,7.2717667e-06
ERR1398217,0.9999927,7.2717667e-06
SRR5165896,0.9999927,7.2717667e-06
SRR1624847,0.9999927,7.2717667e-06
ERR719955,0.99999267,7.3313713e-06
ERR2784843,0.9999927,7.2717667e-06
ERR472976,0.9999927,7.2717667e-06
ERR1314667,0.9999927,7.2717667e-06
SRR5699299,0.9999927,7.2717667e-06
SRR6264565,0.99999285,7.1525574e-06
ERR1315068,0.9999927,7.2717667e-06
ERR522309,0.9999927,7.2717667e-06
ERR1383326,0.9999927,7.2717667e-06
ERR1310417,0.99999267,7.3313713e-06
SRR6874317,0.9999927,7.2717667e-06
SRR5870277,0.9999927,7.2717667e-06
ERR1383626,0.9999927,7.2717667e-06
ERR2738658,0.9999927,7.2717667e-06
SRR6365021,0.9999927,7.2717667e-06
ERR1311369,0.9999927,7.2717667e-06
ERR1529613,0.9999927,7.2717667e-06
SRR1618146,0.9999927,7.2717667e-06
ERR719828,0.9999927,7.2717667e-06
SRR6264184,0.9999927,7.2717667e-06
SRR1949146,0.9999927,7.2717667e-06
ERR441017,0.9999927,7.2717667e-06
SRR7449009,0.9999927,7.2717667e-06
SRR7449234,0.9999927,7.2717667e-06
SRR8356342,0.9999927,7.2717667e-06
SRR1660224,0.9999927,7.2717667e-06
ERR444590,0.9999927,7.2717667e-06
ERR2198624,0.9999927,7.2717667e-06
SRR7747917,0.9999927,7.2717667e-06
SRR1618028,0.9999927,7.2717667e-06
ERR2011856,0.9999927,7.2717667e-06
SRR6412028,0.9999927,7.2717667e-06
SRR996069,0.9999927,7.2717667e-06
SRR5868623,0.9999927,7.2717667e-06
ERR1297846,0.9999927,7.2717667e-06
ERR1384049,0.9999927,7.2717667e-06
ERR451214,0.9999927,7.2717667e-06
DRR030509,0.9999927,7.2717667e-06
ERR1315295,0.9999927,7.2717667e-06
DRR047990,0.9999927,7.2717667e-06
ERR561032,0.9999927,7.2717667e-06
ERR441181,0.9999927,7.2717667e-06
SRR2658310,0.9999927,7.2717667e-06
ERR719373,0.9999927,7.2717667e-06
SRR3647833,0.9999927,7.2717667e-06
ERR560950,0.9999927,7.2717667e-06
SRR6367305,0.9999927,7.2717667e-06
SRR994757,0.9999927,7.2717667e-06
SRR1145353,0.9999927,7.2717667e-06
DRR048043,0.9999927,7.2717667e-06
SRR6394252,0.9999927,7.2717667e-06
SRR1715649,0.9999927,7.2717667e-06
ERR522140,0.9999927,7.2717667e-06
ERR500112,0.9999927,7.2717667e-06
ERR2666907,0.9999927,7.2717667e-06
SRR6931319,0.9999927,7.2717667e-06
SRR5165851,0.9999927,7.2717667e-06
ERR1382834,0.9999927,7.2717667e-06
SRR2086822,0.9999927,7.2717667e-06
ERR531830,0.9999927,7.2717667e-06
ERR444755,0.9999927,7.2717667e-06
SRR2658307,0.99999267,7.3313713e-06
SRR6264222,0.9999927,7.2717667e-06
SRR1923902,0.9999927,7.2717667e-06
ERR1328345,0.9999927,7.2717667e-06
ERR2738569,0.9999927,7.2717667e-06
SRR7449084,0.9999927,7.2717667e-06
DRR041896,0.9999927,7.2717667e-06
DRR043033,0.9999927,7.2717667e-06
SRR6418327,0.9999927,7.2717667e-06
SRR6367263,0.9999927,7.2717667e-06
SRR3191056,0.9999927,7.2717667e-06
ERR1624676,0.9999927,7.2717667e-06
ERR719458,0.9999927,7.2717667e-06
DRR030496,0.9999927,7.2717667e-06
ERR2247349,0.9999927,7.2717667e-06
ERR2538413,0.9999927,7.2717667e-06
ERR1383786,0.9999927,7.2717667e-06
DRR048150,0.9999927,7.2717667e-06
ERR1385431,0.9999927,7.2717667e-06
SRR6444120,0.9999927,7.2717667e-06
SRR7448656,0.9999927,7.2717667e-06
SRR5525161,0.9999927,7.2717667e-06
ERR1385436,0.9999927,7.2717667e-06
ERR531755,0.9999927,7.2717667e-06
SRR996124,0.9999927,7.2717667e-06
ERR500285,0.9999927,7.2717667e-06
SRR2761206,0.9999927,7.2717667e-06
SRR5467867,0.9999927,7.2717667e-06
ERR1811296,0.9999927,7.2717667e-06
ERR499087,0.9999927,7.2717667e-06
SRR1617842,0.9999927,7.2717667e-06
ERR1987717,0.9999927,7.2717667e-06
SRR1949210,0.9999927,7.2717667e-06
ERR719021,0.9999927,7.2717667e-06
SRR2658744,0.9999927,7.2717667e-06
SRR1704237,0.9999927,7.2717667e-06
SRR6411786,0.9999927,7.2717667e-06
ERR441713,0.9999927,7.2717667e-06
DRR044226,0.9999927,7.2717667e-06
ERR2003100,0.9999927,7.2717667e-06
SRR1715641,0.9999927,7.2717667e-06
ERR1314636,0.9999927,7.2717667e-06
ERR1314288,0.9999927,7.2717667e-06
ERR1328439,0.9999927,7.2717667e-06
SRR028709,0.9999927,7.2717667e-06
SRR994675,0.9999927,7.2717667e-06
ERR1297652,0.9999927,7.2717667e-06
SRR1145371,0.9999927,7.2717667e-06
ERR719655,0.9999927,7.2717667e-06
SRR5467752,0.9999927,7.2717667e-06
DRR047691,0.9999927,7.2717667e-06
ERR1558916,0.9999927,7.2717667e-06
ERR441071,0.9999927,7.2717667e-06
SRR7449098,0.9999927,7.2717667e-06
SRR6932261,0.9999927,7.2717667e-06
ERR1987746,0.9999927,7.2717667e-06
ERR2003261,0.9999926,7.390976e-06
ERR719235,0.9999927,7.2717667e-06
SRR6028195,0.9999927,7.2717667e-06
ERR2003151,0.9999927,7.2717667e-06
SRR6932356,0.9999927,7.2717667e-06
SRR6411885,0.9999927,7.2717667e-06
ERR695607,0.9999927,7.2717667e-06
ERR365877,0.9999927,7.2717667e-06
SRR1631436,0.9999927,7.2717667e-06
ERR444580,0.9999927,7.2717667e-06
SRR6038385,0.9999927,7.2717667e-06
ERR1331854,0.9999927,7.2717667e-06
SRR6931506,0.9999927,7.2717667e-06
ERR498457,0.9999927,7.2717667e-06
ERR2739135,0.9999927,7.2717667e-06
DRR044139,0.9999927,7.2717667e-06
SRR3037264,0.9999927,7.2717667e-06
ERR532135,0.9999927,7.2717667e-06
SRR6408834,0.9999927,7.2717667e-06
ERR2511912,0.9999927,7.2717667e-06
SRR3992169,0.9999927,7.2717667e-06
ERR531636,0.9999927,7.2717667e-06
ERR2784721,0.9999927,7.2717667e-06
DRR048023,0.9999927,7.2717667e-06
ERR2738830,0.9999927,7.2717667e-06
ERR983843,0.9999927,7.2717667e-06
SRR5155868,0.9999927,7.2717667e-06
SRR996913,0.9999927,7.2717667e-06
SRR3361521,0.9999927,7.2717667e-06
SRR6436917,0.9999927,7.2717667e-06
SRR1631396,0.9999927,7.2717667e-06
ERR1384551,0.9999927,7.2717667e-06
SRR6367269,0.9999927,7.2717667e-06
ERR2738952,0.9999927,7.2717667e-06
ERR2511023,0.9999927,7.2717667e-06
ERR1971295,0.9999927,7.2717667e-06
SRR6444831,0.9999927,7.2717667e-06
ERR2730168,0.9999927,7.2717667e-06
ERR532210,0.9999927,7.2717667e-06
ERR1529694,0.9999927,7.2717667e-06
SRR6451721,0.9999927,7.2717667e-06
ERR579794,0.9999927,7.2717667e-06
ERR1960824,0.9999927,7.2717667e-06
ERR883499,0.9999927,7.2717667e-06
SRR1704390,0.9999927,7.2717667e-06
SRR6028237,0.9999927,7.2717667e-06
DRR042837,0.9999927,7.2717667e-06
ERR498601,0.9999927,7.2717667e-06
SRR6444301,0.9999927,7.2717667e-06
ERR2739027,0.9999927,7.2717667e-06
ERR1315254,0.9999927,7.2717667e-06
ERR2624754,0.9999927,7.2717667e-06
SRR6386289,0.9999927,7.2717667e-06
ERR525789,0.9999927,7.2717667e-06
SRR997014,0.9999927,7.2717667e-06
SRR6367220,0.9999927,7.2717667e-06
SRR7449345,0.9999927,7.2717667e-06
ERR209317,0.9999927,7.2717667e-06
SRR5869480,0.9999927,7.2717667e-06
SRR7449188,0.9999927,7.2717667e-06
SRR2658761,0.9999927,7.2717667e-06
SRR6414150,0.9999927,7.2717667e-06
ERR2261909,0.9999927,7.2717667e-06
SRR1660197,0.9999927,7.2717667e-06
ERR1382720,0.9999927,7.2717667e-06
SRR2154931,0.9999927,7.2717667e-06
SRR6413958,0.9999927,7.2717667e-06
ERR2095565,0.9999927,7.2717667e-06
ERR2511892,0.9999927,7.2717667e-06
ERR498668,0.9999927,7.2717667e-06
SRR6444888,0.9999927,7.2717667e-06
SRR5156210,0.9999927,7.2717667e-06
SRR5165926,0.9999927,7.2717667e-06
SRR1556813,0.9999927,7.2717667e-06
ERR2003102,0.9999927,7.2717667e-06
ERR1598960,0.9999927,7.2717667e-06
ERR1311602,0.9999927,7.2717667e-06
SRR3037203,0.9999927,7.2717667e-06
SRR2761389,0.9999927,7.2717667e-06
DRR029235,0.9999927,7.2717667e-06
SRR6394233,0.9999927,7.2717667e-06
ERR1313398,0.9999927,7.2717667e-06
SRR1631044,0.9999927,7.2717667e-06
DRR044062,0.9999927,7.2717667e-06
ERR209343,0.9999927,7.2717667e-06
DRR047837,0.9999927,7.2717667e-06
SRR6408562,0.9999927,7.2717667e-06
ERR1383044,0.9999927,7.2717667e-06
SRR1145363,0.9999927,7.2717667e-06
SRR6028427,0.99999267,7.3313713e-06
SRR7453478,0.9999927,7.2717667e-06
ERR1382954,0.9999927,7.2717667e-06
SRR3095163,0.9999927,7.2717667e-06
ERR1310269,0.9999927,7.2717667e-06
ERR209639,0.9999927,7.2717667e-06
SRR1923866,0.9999927,7.2717667e-06
SRR1617778,0.9999927,7.2717667e-06
SRR5468029,0.9999927,7.2717667e-06
DRR044327,0.9999927,7.2717667e-06
SRR7453408,0.9999927,7.2717667e-06
ERR3605929,0.9999927,7.2717667e-06
ERR106996,0.9999927,7.2717667e-06
ERR1558889,0.9999927,7.2717667e-06
ERR1611397,0.9999927,7.2717667e-06
ERR2003300,0.9999927,7.2717667e-06
ERR1314929,0.9999926,7.390976e-06
SRR5139811,0.9999927,7.2717667e-06
ERR2247328,0.9999927,7.2717667e-06
SRR7449221,0.9999927,7.2717667e-06
DRR047447,0.9999927,7.2717667e-06
SRR6414159,0.9999927,7.2717667e-06
ERR500296,0.9999927,7.2717667e-06
SRR6411935,0.9999927,7.2717667e-06
ERR1314207,0.9999927,7.2717667e-06
SRR5870142,0.9999927,7.2717667e-06
DRR029163,0.99999285,7.1525574e-06
SRR6265611,0.9999927,7.2717667e-06
SRR6932106,0.9999927,7.2717667e-06
SRR3400395,0.9999927,7.2717667e-06
SRR3503377,0.9999927,7.2717667e-06
SRR2086922,0.9999927,7.2717667e-06
SRR2923757,0.9999927,7.2717667e-06
SRR6054628,0.9999927,7.2717667e-06
SRR996307,0.9999927,7.2717667e-06
SRR3732485,0.9999927,7.2717667e-06
SRR921137,0.9999927,7.2717667e-06
SRR1658908,0.9999927,7.2717667e-06
ERR1383579,0.9999927,7.2717667e-06
SRR3503283,0.9999927,7.2717667e-06
SRR6932187,0.9999927,7.2717667e-06
ERR1913231,0.9999927,7.2717667e-06
DRR044116,0.9999927,7.2717667e-06
ERR2011895,0.9999927,7.2717667e-06
SRR3285801,0.9999927,7.2717667e-06
ERR451476,0.9999927,7.2717667e-06
SRR2010391,0.9999927,7.2717667e-06
SRR6931153,0.9999927,7.2717667e-06
